"","X","X.1","X.2","par1","par2","par3","id","lambda","beta","tau"
"176","cv",8,104.120589480412,4.27128725347819,-4.80393226956949,-0.63376288686576,22,71.6137613753147,0.00819744900905244,0.530591484157337
"177","cv",1,104.468226457087,2.21385952283076,-4.99999998615381,-0.726630414620575,23,9.15096668948282,0.00673794709238036,0.483535562475666
"178","cv",2,103.576508170014,2.11163795562091,-2.49258643089957,-0.346284162739184,23,8.26176260844258,0.0826958027550909,0.707311466982726
"179","cv",3,104.194876899367,2.06005321592842,-2.40918486526202,-0.514531267679451,23,7.8463873519961,0.0898885359856101,0.597780728107163
"180","cv",4,103.490110094366,2.08343369536015,-2.53540900533953,-0.323152408702176,23,8.03200106352343,0.0792293074270911,0.723863522860316
"181","cv",5,103.52804288016,2.22906356220598,-2.31943500890562,-0.303456621860842,23,9.29116140973441,0.0983291249931934,0.73826191286522
"182","cv",6,104.018940064906,2.14525809710676,-2.41183480981037,-0.46718877064432,23,8.54424619795801,0.0896506516790326,0.62676176502233
"183","cv",7,104.965612470708,1.37228734842947,4.99976793848476,4.91688378354558,23,3.94436251636123,148.378722115898,136.576347901355
"184","cv",8,104.73242172389,2.11374314333386,-2.24845445461553,-0.635515207416026,23,8.27917348972971,0.10556224979591,0.529662531944583
"185","cv",1,103.771302122872,-0.910853265064263,-2.4175711315069,-1.99024808797818,24,0.40218091066523,0.0891378588790666,0.136661517160092
"186","cv",2,104.79891001315,-0.824998600247201,-2.18848553219155,-2.03310232469629,24,0.438235605886036,0.112086371341994,0.130928707078681
"187","cv",3,104.064714029567,-0.888590860091114,-2.18086715457961,-2.0009828657825,24,0.411234832068428,0.112943548648375,0.135202332164787
"188","cv",4,107.395888319477,-0.980021831856946,-2.03524574864644,-2.13328354521,24,0.375302905202621,0.130648371898064,0.118447726156997
"189","cv",5,101.933805234452,-0.961543978444292,-2.17657497018349,-1.81941563329298,24,0.382302163761226,0.113429365046465,0.162120461058433
"190","cv",6,105.107454706656,-0.91328407204712,-2.3420109381102,-2.11793592277178,24,0.401204473744854,0.0961341239495432,0.120279638930811
"191","cv",7,102.999703396798,-1.04034461654747,-2.24866674907522,-1.92914144051431,24,0.353332896612425,0.105539841893747,0.145272870357714
